English,Nagamese,,,,
"Beloved, let us love one another, for love is from God, and everyone who loves is born from God and knows God. 8","Morom laga bhai khan, amikhan ekjon-ekjon ke morom koribo, kilemane morom to Isor pora he ahe, aru kun manu morom kore tai Isor pora jonom loise, kilemane Isor to morom ase. 8",,,,
"The person who does not love does not know God, for God is love. 9","Kun manu morom koribole najane tai Isor ke najane, kilemane Isor to morom ase. 9",,,,
"Because of this the love of God was revealed among us, that God has sent his only Son into the world so that we would live because of him. 10","Kilemane Isor laga itu morom amikhan ke dikhai diya nimite, Isor pora Tai laga ekjon morom thaka Chokra ke duniya te pathai dise aru itu pora moi khan sob Tai logote jinda hoi jabo. 10",,,,
"In this is love, not that we loved God, but that he loved us, and that he sent his Son to be the propitiation for our sins. 11","Itu laga morom to, amikhan pora Isor ke morom kora karone nohoi, kintu Tai pora amikhan ke morom korise, aru Tai amikhan ke Tai laga Chokra pathaise amikhan ke paap pora bacha bole nimite. 11",,,,
"Beloved, if God so loved us, we also should love one another. 12","Morom laga bhai khan, jodi Isor pora amikhan ke iman morom korise, titia hoile amikhan bi ekjon-ekjon ke morom koribole lage. 12",,,,
"No one has ever seen God. If we love one another, God remains in us, and his love is perfected in us. 13","Kun manu bi Isor ke kitia bi dikha nai. Jodi amikhan ekjon-ekjon ke morom kore, Isor amikhan logote thake, aru Tai laga morom to amikhan logot bhal bonai diye. 13",,,,
"By this we know that we remain in him and he in us, because he has given us some of his Spirit. 14","Itu pora Tai amikhan logote ase koi kena jane, kilemane Tai laga Atma amikhan ke dise. 14",,,,
"Also, we have seen and testify that the Father has sent the Son to be the Savior of the world. 15","Aru, amikhan dikhise aru itu laga gawahi ase Baba pora Tai laga Chokra ke itu duniya laga Tran-korta hobole pathaise. 15",,,,
"Whoever confesses that Jesus is the Son of God, God remains in him and he in God. 16","Kun manu nijor laga mukh pora shikar kore Jisu he Isor laga Chokra ase koi kena, Isor tai logote ase aru tai bi Isor logote ase. 16",,,,
"Also, we have known and believed the love that God has for us. God is love, and the one who remains in this love remains in God, and God remains in him. 17","Aru, Isor pora amikhan ke morom kora to janise aru biswas korise. Isor to morom ase, aru kun manu itu morom te thake tai Isor logote ase, aru Isor bi tai logote ase. 17",,,,
"Because of this, this love has been made perfect among us, so that we will have confidence on the day of judgment, because as he is, just so are we in this world. 18","Itu nimite, morom to amikhan laga majote bhal bonai dise, itu pora amikhan bisar kora laga din te bharosa korikena thakibo, kilemane Tai thaka nisena, amikhan bi itu duniya te thaki ase. 18",,,,
"There is no fear in love. Instead, perfect love throws out fear, because fear has to do with punishment. But the one who fears has not been made perfect in love. 19","Morom te eku bhoi nai. Kintu, hosa morom pora sob bhoi phelai diye, kilemane bhoi to sajai pabole nimite ase. Kintu kun manu bhoi kore, morom to tai logote nai. 19",,,,
We love because God first loved us. 20,Amikhan morom kore kilemane Isor pora poila amikhan ke morom korise. 20,,,,
"If anyone says, ""I love God"" but hates his brother, he is a liar. For the one who does not love his brother, whom he has seen, cannot love God, whom he has not seen. 21","Jodi kunba manu koi, “Moi Isor ke morom kore,” kintu nijor laga bhai ke ghin kore, tai misa koi ase. Kun manu tai laga nijor bhai ke morom nakore, kun tai dikhise, Isor ke kitia bi morom koribole naparibo, kun ke tai dikha nai. 21",,,,
"Also, this is the commandment we have from him: Whoever loves God must also love his own brother. 1","Aru, itu he sikhai diya kotha ase kun to amikhan Tai nimite rakhise, kun manu Isor ke morom kore tai nijor laga bhai ke bi morom koribole lage. 1",,,,
"Whoever believes that Jesus is the Christ is born from God, and whoever loves a father also loves the child born from him. 2","Kun manu Jisu he Khrista ase koi kena biswas kore tai Isor pora jonom loise, aru kun manu Isor ke morom kore, Tai jonom kora bacha ke bi morom kore. 2",,,,
This is how we know that we love the children of God: when we love God and obey his commandments. 3,"Itu pora jane amikhan Isor laga bacha khan ke morom kore, jitia amikhan Isor ke morom kore aru Tai laga hukum khan ke mane. 3",,,,
For this is love for God: that we keep his commandments. And his commandments are not burdensome. 4,Kilemane itu he Isor nimite morom ase: amikhan Tai laga hukum khan mani kena thaka to. Tai laga hukum khan bhari nohoi. 4,,,,
"For everyone who is born from God overcomes the world. And this is the victory that has overcome the world, even our faith. 5","Kun manu Isor pora jonom loise tai duniya ke jiti loise. Itu pora amikhan duniya ke jiti loise, aru amikhan laga biswas bi. 5",,,,
Who is the one who overcomes the world? The one who believes that Jesus is the Son of God. 6,Kilemane duniya ke jiti bole para jon to dusra nohoi kintu jun pora Jisu to Isor laga Chokra ase koi kena bisas kori loise. 6,,,,
"This is the one who came by water and blood: Jesus Christ. He came not only by water, but also by water and blood. The Spirit is the one who testifies, because the Spirit is the truth. 7","Itu ekjon ase kun pani aru khun pora ahise: Jisu Khrista. Tai khali pani pora aha nai, kintu pani aru khun pora ahise. Itu Atma pora he gawahi dise kilemane Atma to hosa ase. 7",,,,
For there are three that testify: 8,Kilemane tate tinjon ase kun itu laga gawah ase: 8,,,,
"the Spirit, the water, and the blood. These three are in agreement.  9","Atma, aru pani, aru khun. Itu tinta eke logote mili kena ase. 9",,,,
"If we receive the testimony of men, the testimony of God is greater. For this is the testimony of God that he has testified concerning his Son. 10","Jodi amikhan pora manukhan laga gawahi loi, Isor laga gawahi he itu pora bi dangor ase. Kilemane Isor laga gawahi to eneka ase, Tai pora he Tai laga Chokra laga gawahi dise. 10",,,,
"Anyone who believes in the Son of God has the testimony in himself. Anyone who does not believe God has made him out to be a liar, because he has not believed the testimony that God has given concerning his Son. 11","Kun manu Isor laga Chokra ke biswas kore, tai nijor laga gawahi ase. Kun manu Isor ke biswas nakore Tai ke misa bonai dise, kilemane tai Isor pora Tai laga Chokra laga gawahi diya to biswas kora nai. 11",,,,
"And the testimony is this: God gave us eternal life, and this life is in his Son. 12","Itu gawahi ase: Isor amikhan ke anonto jibon dise, aru itu jibon Tai laga Chokra Jisu logote ase. 12",,,,
The one who has the Son has life. The one who does not have the Son of God does not have life. 13,Kun manu logote Jisu ase tai jibon paise. Kintu kun manu logote Isor laga Chokra Jisu nai tai jibon panai. 13,,,,
I have written to you these things so that you will know that you have eternal life—to you who believe in the name of the Son of God. 14,Moi tumi khan ke itu kotha khan likhi ase itu pora tumi khan anonto jibon ase koi kena janibo- tumi khan kun Isor laga Chokra Jisu Khrista laga naam te biswas kore. 14,,,,
"Also, this is the confidence we have before him, that if we ask anything according to his will, he hears us. 15","Aru, itu bharosa amikhan Tai logote ase koi kena jane, jodi Tai laga itcha hisab te amikhan mange, Tai amikhan ke hunibo. 15",,,,
"Also, if we know that he hears us—whatever we ask of him—we know that we have whatever we have asked of him. 16","Aru, jodi Tai amikhan ke hune koi kena jane- amikhan Tai logote ki mangibo- Tai logote moi khan ki mangise itu sob paise koi kena jane. 16",,,,
"If anyone sees his brother commit a sin that does not result in death, he must pray, and God will give him life. I refer to those whose sin does not result in death. There is a sin that results in death; I am not saying that he should pray about that. 17","Jodi kunba manu tai laga bhai ke paap kaam kori thaka dikhe aru itu pora mora nai koile, tai prathana koribole lage, aru Isor pora tai ke jibon dibo. Moi itu khan ke koi ase kun paap kori kena mora to dikha nai. Kunba paap to mora dikhi pai; Moi itu nimite prathana koribole lage koi kena kowa nai. 17",,,,
"All unrighteousness is sin, but there is sin that does not result in death. 18","Dharmik nathaka kaam khan sob paap ase, kintu kunba paap karone mora laga sajai nadiye. 18",,,,
"We know that whoever has been born from God does not sin. But the one who was born from God keeps him safe, and the evil one cannot harm him. 19","Amikhan jane kun manu Isor pora jonom hoise tai paap nakore. Kintu tai ekjon kun Isor pora jonom hoise tai ke bachai kena rakhe, aru dusto atma pora tai ke dukh dibole naparibo. 19",,,,
"We know that we are from God, and we know that the whole world lies in the power of the evil one. 20","Amikhan Isor pora ase koi kena jane, aru amikhan jane pura duniya to ekjon biya thaka laga sakti te ase. 20",,,,
"But we know that the Son of God has come and has given us understanding so that we may know him who is true. Also, we are in him who is true, in his Son Jesus Christ. This one is the true God and eternal life. 21","Kintu amikhan jane Isor laga Chokra pora ahi kena amikhan ke gyaan dise, itu pora Tai hosa ase koi kena moi khan janibo. Aru, moi khan Tai logote ase kun hosa ase, Tai laga Chokra Jisu Khrista. Itu ekjon hosa Isor aru anonto jibon ase. 21",,,,
"Children, keep yourselves from idols.","Bacha khan, nijor ke murti khan pora bachai kena rakhibi.",,,,
1,1,,,,
"From the elder to the chosen lady and her children, whom I love in truth—and not only I, but also all those who have known the truth— 2","Bura manu pora basi luwa mahila aru tai laga bacha khan, kun khan ke moi hosa te morom kore- aru moi ekla nohoi, kintu utu manukhan pora bi kun hosa janise- 2",,,,
because of the truth that remains in us and will be with us forever. 3,kilemane hosa to ami khan logote thaki ase aru itu hodai nimite amikhan logote thakibo. 3,,,,
"Grace, mercy, and peace will be with us from God the Father and from Jesus Christ, the Son of the Father, in truth and love. 4","Anugrah, daya, aru shanti Baba Isor aru Jisu Khrista laga asirbad tumi khan logote thakibi, jun Chokra laga Baba ase, hosa aru morom te. 4",,,,
"I rejoice greatly that I have found some of your children walking in truth, just as we have received this commandment from the Father. 5","Moi bisi khushi kori ase itu huni kena tumikhan laga kunba bacha khan hosa laga rasta te berai ase, jineka amikhan Baba khan pora amikhan itu hukum to paise. 5",,,,
"Now I plead with you, lady—not as though I were writing to you a new commandment, but one that we have had from the beginning—that we should love one another. 6","Etiya moi tumi ke anurodh kori ase, mahila- moi tumi ke notun hukum likhi kena dibole nimite nohoi, kintu shuru pora juntu thakise- amikhan ekjon-ekjon ke morom koribole lage. 6",,,,
"This is love, that we should walk according to his commandments. This is the commandment, just as you heard from the beginning, that you should walk in it. 7","Itu morom ase, ki amikhan Tai laga hukum hisab te berai kena jabole lage. Itu hukum ase juntu shuru pora tumi hunise juntu laga rasta te tumi berabole lage. 7",,,,
"For many deceivers have gone out into the world, and they do not confess that Jesus Christ came in the flesh. This is the deceiver and the antichrist. 8","Kilemane manu khan ke thogai diya duniya te bisi jai kena ase, aru tai khan itu shikar nakore Jisu Khrista sharir hoi kena ahise. Tai thogai diya manu aru Khrista birodhi ase. 8",,,,
"Look to yourselves, that you do not lose the things for which we have labored, but so that you may receive a full reward. 9","Nijor ke sai lobi, amikhan ki nimite kaam kori sele tumi itu naharabo karone, kintu itu pora tumi pura iman to pabo. 9",,,,
